16:19:59,13383,202656,38948,0.0,0.2
16:20:00,13383,203096,38948,5.0,0.2
16:20:01,13383,204000,39876,11.0,0.2
16:20:02,13383,204916,40668,21.0,0.3
16:20:03,13383,205060,40932,20.0,0.3
16:20:04,13383,205196,40932,21.0,0.3
16:20:05,13383,205196,41196,20.8,0.3
16:20:06,13383,206284,42184,20.0,0.3
16:20:07,13383,208120,43656,19.0,0.3
16:20:08,13383,209524,45068,23.0,0.3
16:20:09,13383,209996,45592,21.0,0.3
16:20:10,13383,210400,45856,19.0,0.3
16:20:11,13383,211476,46972,22.0,0.3
16:20:12,13383,212768,48236,20.8,0.3
16:20:13,13383,214292,49584,25.0,0.3
16:20:14,13383,214692,49924,22.0,0.3
16:20:15,13383,214692,49924,23.0,0.3
16:20:16,13383,214692,49924,21.0,0.3
16:20:17,13383,214692,49924,20.0,0.3
16:20:18,13383,214692,49924,23.8,0.3
16:20:19,13383,214692,49924,23.0,0.3
16:20:20,13383,214692,50184,23.0,0.3
16:20:21,13383,214692,50184,17.0,0.3
16:20:22,13383,214692,50184,3.0,0.3
16:20:23,13383,214692,50184,4.0,0.3
16:20:24,13383,214692,50184,2.0,0.3
16:20:25,13383,214692,50184,3.0,0.3
16:20:26,13383,214692,50184,4.0,0.3
16:20:27,13383,214692,50184,3.0,0.3
16:20:28,13383,214824,50184,3.0,0.3
