15:22:36,32421,202176,38328,0.0,0.2
15:22:37,32421,205600,41512,37.6,0.3
15:22:38,32421,208708,44620,100.0,0.3
15:22:39,32421,210968,46732,100.0,0.3
15:22:40,32421,212008,48068,99.0,0.3
15:22:41,32421,212924,48992,101.0,0.3
15:22:42,32421,213708,49836,99.0,0.3
15:22:43,32421,214748,50892,100.0,0.3
15:22:44,32421,215788,51936,100.0,0.3
15:22:45,32421,217084,53224,100.0,0.3
15:22:46,32421,217992,54100,100.0,0.3
15:22:47,32421,219156,55284,99.0,0.3
15:22:48,32421,219940,56336,100.0,0.3
15:22:49,32421,220724,56872,100.0,0.4
15:22:50,32421,221244,57660,100.0,0.4
15:22:51,32421,222276,58408,100.0,0.4
15:22:52,32421,223316,59512,100.0,0.4
15:22:53,32421,224092,60296,101.0,0.4
15:22:54,32421,225124,61212,98.0,0.4
15:22:55,32421,226032,62208,100.0,0.4
15:22:56,32421,226288,62508,101.0,0.4
15:22:57,32421,226932,63084,42.0,0.4
15:22:58,32421,226932,63084,0.0,0.4
15:22:59,32421,226932,63084,0.0,0.4
15:23:00,32421,226932,63084,0.0,0.4
15:23:01,32421,226932,63084,0.0,0.4
15:23:02,32421,226932,63084,0.0,0.4
15:23:03,32421,226932,63084,0.0,0.4
15:23:04,32421,226932,63084,0.0,0.4
15:23:05,32421,226932,63084,0.0,0.4
